5;70;14.338684;-2.8198242;-43.43872
5;72;14.219666;-2.4597168;-43.67981
5;86;13.798523;-2.218628;-43.859863
5;106;13.319397;-1.9195557;-44.099426
0;121;0.24623108;4.439041;9.781662
5;126;12.539673;-1.0192871;-44.459534
0;127;0.97424316;4.391159;10.26062
0;138;0.50486755;4.266617;12.492554
5;147;11.579895;0.0;-44.87915
0;149;-0.893692;4.3815765;14.925659
0;163;-1.5163422;3.912201;14.504181
0;167;-1.43013;2.983017;12.981094
5;173;10.379028;1.0192871;-45.239258
0;178;-1.2193909;1.3066711;11.103577
5;188;9.359741;2.4597168;-45.41931
0;189;-0.9224396;-0.28347778;10.155243
0;198;-1.0661163;-0.6187439;11.065262
5;220;8.21991;3.8986206;-45.658875
0;222;-1.2098083;1.2683563;12.818253
0;228;-0.5680084;1.7281494;13.239731
5;231;7.4386597;5.039978;-45.539856
0;238;0.025909424;1.7473145;12.799088
5;248;6.8389893;6.3598633;-45.71991
0;251;0.52401733;1.7377319;12.981094
0;259;1.0891876;1.7473145;12.856567
5;275;6.8389893;7.6187134;-45.77942
0;278;1.9129944;2.7052155;10.500092
5;288;7.0785522;7.978821;-45.71991
0;290;0.619812;5.3107452;7.4539185
0;299;-0.2806244;5.8950806;6.4385376
5;310;7.559204;8.399963;-45.658875
0;312;-0.24230957;4.582733;6.8695984
0;320;-1.0278015;4.1708374;7.8849792
5;329;8.279419;8.758545;-45.47882
0;331;-1.6312866;4.621048;9.216492
0;340;-1.7462463;4.2187195;12.138123
5;350;8.699036;8.699036;-45.47882
0;353;0.016326904;2.5040588;12.310547
0;366;-2.3497314;-0.3217926;6.256531
5;376;8.699036;8.279419;-45.599365
0;380;-1.9761353;1.2491913;5.6338806
5;390;7.978821;7.739258;-45.899963
0;392;-1.018219;2.7243805;7.875412
0;400;0.016326904;2.7722778;8.363937
5;422;7.319641;7.1990967;-45.959473
0;424;1.6926727;2.398697;10.500092
0;430;1.6926727;2.398697;10.500092
5;434;6.239319;6.4193726;-46.199036
0;441;1.1083527;2.5711212;7.8658295
5;450;4.978943;5.999756;-46.37909
0;452;0.1504364;3.5290222;6.764221
0;460;0.1504364;3.5290222;6.764221
5;478;3.5385132;5.4595947;-46.618652
0;480;-0.0028381348;2.963852;10.576721
0;490;-0.041152954;2.3891144;10.270187
5;492;1.9195557;4.798889;-46.97876
0;500;0.10253906;2.3507996;8.948273
5;510;0.17852783;4.258728;-47.099304
0;512;1.3286743;3.0309143;5.557251
0;520;2.1620483;2.925537;5.576416
5;530;-1.0192871;3.9596558;-47.279358
0;531;2.7846985;3.3661804;6.610962
0;540;3.129547;3.356598;7.5976105
0;550;2.918808;3.2224884;8.431
5;552;-2.1591187;3.6590576;-47.21985
0;567;2.3727875;3.126709;8.756683
5;577;-3.2989502;3.4194946;-47.399902
0;581;1.1945648;2.3507996;8.680054
5;599;-4.499817;3.479004;-47.279358
0;600;1.012558;2.130478;7.9041443
0;601;2.0566864;2.2071075;7.176132
5;623;-5.519104;3.3599854;-47.099304
0;624;2.6410065;3.0596466;5.7296753
0;631;1.9704742;2.983017;5.12619
5;636;-6.77948;3.4194946;-46.97876
0;641;2.4781647;2.1400452;6.361908
5;652;-7.9193115;3.479004;-46.798706
0;653;2.9379578;1.488678;8.45015
0;661;2.0758362;1.4311981;10.308517
5;680;-8.758545;3.5995483;-46.679688
0;682;0.22706604;1.1533966;8.823746
0;691;-0.19441223;0.90434265;8.641739
5;693;-9.959412;3.5995483;-46.499634
0;701;0.85928345;0.6648712;8.670471
5;712;-11.099243;3.779602;-46.199036
0;714;2.4111176;1.0001373;8.124466
0;721;3.5127106;1.6898346;6.610962
5;732;-12.179565;3.5995483;-45.77942
0;733;3.522293;2.005951;4.877136
0;742;3.187027;1.6611023;3.6893158
5;752;-13.55896;3.4194946;-45.41931
0;754;2.794281;1.1821442;3.900055
0;768;2.8421783;0.9713898;6.764221
5;778;-15.179443;3.4194946;-44.87915
0;782;2.5739594;0.7798157;8.066986
5;793;-16.259766;3.4194946;-44.519043
0;794;2.9762726;0.5115967;8.948273
0;802;2.9571228;0.2816925;9.63797
5;824;-17.518616;3.718567;-44.039917
0;825;2.9379578;-0.25473022;10.193558
0;832;2.8421783;-0.36968994;9.590073
5;837;-19.018555;3.8986206;-43.43872
0;842;2.6218567;-0.58999634;8.344788
5;853;-20.458984;4.1397095;-42.83905
0;854;2.8325958;-0.5516815;6.764221
0;862;2.985855;-0.22599792;4.6568146
5;880;-21.71936;4.6798706;-41.999817
0;882;2.4494324;-0.53253174;3.794693
0;892;2.1428986;-1.2605438;6.0841064
5;894;-23.15979;5.519104;-41.09955
0;903;2.1812134;-2.1705627;9.791229
5;913;-24.539185;6.478882;-39.959717
0;914;1.7597351;-2.4100342;13.699524
0;923;2.133316;-2.362152;15.624939
5;934;-25.85907;7.258606;-38.63983
0;935;3.5318756;-1.8352966;13.862366
0;943;4.413147;-1.4329681;9.2548065
5;954;-27.479553;8.279419;-37.078857
0;955;5.9745483;-1.3946533;3.9958496
0;970;10.112747;-0.85821533;4.6376495
5;979;-29.09851;9.298706;-35.279846
0;985;9.394302;-0.27389526;8.775848
5;994;-30.419922;10.438538;-33.898926
0;995;6.9324646;-1.0114899;13.910263
0;1005;6.9324646;-1.0114899;13.910263
5;1027;-31.559753;11.878967;-32.339478
0;1029;11.693298;-0.7624359;12.597931
0;1035;12.641632;-0.7432709;7.1473846
5;1039;-32.458496;13.319397;-30.958557
0;1044;13.17807;-1.9310913;6.093689
5;1055;-33.299255;14.759827;-29.638672
0;1057;13.8294525;-1.8736115;3.4115295
0;1065;15.745285;-1.8257141;3.1433105
5;1084;-33.718872;16.43982;-28.199768
0;1085;15.572861;-1.9023438;7.444351
5;1101;-33.839417;18.179321;-26.818848
0;1106;15.687805;-1.2988586;8.986588
0;1107;17.076782;-1.8927612;8.9674225
5;1114;-33.95996;19.918823;-25.379944
0;1116;19.126724;-2.7261505;7.5305634
0;1125;19.366196;-2.6016235;4.5706024
5;1134;-33.839417;21.1792;-24.119568
0;1136;17.68985;-2.1418304;1.4190674
0;1145;14.662842;-2.2471924;-1.1960449
5;1154;-33.898926;22.679138;-22.918701
0;1156;12.938583;-2.4196167;-1.9911194
0;1172;14.356308;-1.7299194;-1.1385651
5;1181;-33.47931;23.579407;-22.079468
0;1186;15.256744;-1.0114899;-0.83203125
5;1195;-33.47931;24.238586;-21.299744
0;1196;12.344681;-1.758667;-2.5371246
0;1206;11.444244;-2.3046722;-2.8819733
5;1229;-33.4198;24.598694;-20.579529
0;1230;12.967331;-2.21846;0.6527252
0;1236;12.038147;-2.5537262;-0.4488678
5;1241;-33.599854;24.839783;-20.039368
0;1246;11.147293;-2.5154114;-2.8436584
5;1255;-33.779907;24.659729;-19.979858
0;1257;12.373428;-1.9694061;0.010925293
0;1267;8.10112;-2.1418304;2.1949768
5;1285;-33.839417;24.238586;-19.799805
0;1287;3.0624847;-3.4350128;3.9479523
0;1297;0.600647;-5.695694;-1.4259491
5;1299;-33.95996;23.878479;-19.67926
0;1307;14.998108;-5.341263;2.405716
5;1317;-33.95996;23.458862;-19.378662
0;1319;18.580704;0.73191833;4.704712
0;1327;17.756897;-0.8199005;6.5438995
5;1337;-34.379578;23.458862;-18.719482
0;1339;11.003601;-2.793213;4.972931
0;1347;6.1661377;-2.467514;3.152893
5;1357;-34.439087;23.15979;-18.838501
0;1359;5.55307;-2.3908844;0.82514954
0;1373;-1.822876;-2.1705627;-16.043716
5;1383;-34.498596;23.519897;-18.719482
0;1387;6.2619324;-1.7778168;1.4190674
5;1397;-34.379578;23.75946;-18.719482
0;1399;8.04364;-1.2605438;5.949997
0;1408;7.315628;-2.5345764;3.258255
5;1430;-34.13849;24.058533;-18.899536
0;1431;3.2349243;-3.7511292;6.036209
0;1437;3.2349243;-3.7511292;6.036209
5;1442;-33.95996;24.778748;-19.1391
0;1447;5.9170837;-2.8123627;3.1720428
5;1458;-33.239746;25.318909;-19.799805
0;1459;6.357712;-2.3813019;0.70062256
0;1468;6.1374054;-2.4196167;-1.5792084
5;1486;-32.818604;26.098633;-20.518494
0;1487;11.099396;-1.4233856;-5.6886597
0;1499;9.317673;-1.4329681;-5.6886597
5;1500;-32.458496;26.759338;-21.359253
0;1508;6.798355;-2.1897278;-1.4163666
5;1519;-31.739807;27.659607;-21.659851
0;1520;0.23664856;-4.536606;3.545639
0;1528;1.8555145;-4.536606;3.028366
5;1539;-30.718994;28.49884;-22.079468
0;1540;4.595154;-4.699463;1.6681213
0;1549;8.781235;-4.8623047;1.2753754
5;1559;-29.579163;29.3396;-22.499084
0;1560;13.407974;-4.191757;0.24082947
0;1574;16.904358;-3.396698;-0.79371643
5;1584;-28.559875;30.358887;-22.619629
0;1602;13.503754;-5.7148438;0.7389374
0;1603;10.333069;-5.8106384;1.6968536
5;1604;-27.479553;31.3797;-22.979736
0;1608;7.2868958;-5.2742004;1.9842377
5;1630;-26.45874;32.699585;-22.738647
0;1632;4.7100983;-3.731964;-0.50634766
0;1638;4.6909485;-3.3871155;-1.2343597
5;1642;-24.719238;33.358765;-22.619629
0;1649;4.949585;-3.1476288;-2.192276
5;1659;-22.979736;34.439087;-22.31903
0;1660;6.568466;-4.459976;-3.76326
0;1669;8.263962;-5.1879883;-3.2076569
5;1688;-21.418762;35.398865;-21.839905
0;1689;6.8845673;-8.128784;6.4193726
0;1700;7.8233337;-7.4869843;4.1778564
5;1701;-19.67926;35.998535;-21.359253
0;1710;3.7521973;-7.7839355;3.3923645
0;1720;3.2636566;-9.1058655;3.1241455
5;1722;-18.359375;36.65924;-20.819092
0;1729;4.863373;-9.057968;0.43240356
5;1740;-16.97998;37.438965;-20.159912
0;1741;6.2044525;-10.149994;-0.66918945
0;1749;8.17775;-10.964218;-1.387619
5;1760;-15.658569;37.919617;-19.378662
0;1761;9.787048;-11.663498;-1.2343597
0;1777;6.4726715;-13.234482;1.6872864
5;1786;-14.639282;38.21869;-18.659973
0;1790;3.665985;-13.14827;-0.16149902
5;1800;-14.099121;38.938904;-18.119812
0;1801;2.8517456;-11.922134;-0.81288147
0;1810;4.0108337;-10.40863;1.0550537
5;1832;-13.619995;38.69934;-17.878723
0;1834;5.6871796;-9.153763;0.76768494
0;1840;2.9667053;-4.392929;-1.7707977
5;1843;-13.378906;38.879395;-17.878723
0;1851;3.4839783;-4.871887;1.8118134
5;1861;-13.259888;38.99994;-18.23883
0;1862;1.8555145;-4.929352;2.1183472
0;1871;2.9379578;-5.609482;0.77726746
5;1889;-12.89978;38.938904;-18.418884
